symbol,symbol_name,detected_at,review_category,missed_opportunity,mfe_pct,mae_pct,return_to_close_pct,time_to_high_min,final_decision,reason_code,block_source,missed_reason_detail,recoverable,would_have_passed_if_time_policy_relaxed,would_have_passed_if_order_guard_relaxed,blocked_after_buy_ready,order_guard_rule,order_guard_recoverable,time_bucket,sector_name,primary_theme,theme_names
005950,이수화학,2026-05-19 14:37:51,TIME_POLICY_BLOCK,False,,,,,,TIME_POLICY_ANALYSIS_ONLY,time_policy,BLOCK_AFTER_ENTRY_CUTOFF,False,False,False,False,time_policy,False,14:20~close,화학,,
037440,희림,2026-05-19 14:38:39,TIME_POLICY_BLOCK,False,,,,,,TIME_POLICY_ANALYSIS_ONLY,time_policy,BLOCK_AFTER_ENTRY_CUTOFF,False,False,False,False,time_policy,False,14:20~close,일반서비스,,
087260,모바일어플라이언스,2026-05-19 14:38:51,TIME_POLICY_BLOCK,False,,,,,,TIME_POLICY_ANALYSIS_ONLY,time_policy,BLOCK_AFTER_ENTRY_CUTOFF,False,False,False,False,time_policy,False,14:20~close,IT 서비스,,
047810,한국항공우주,2026-05-19 14:39:14,TIME_POLICY_BLOCK,False,,,,,,TIME_POLICY_ANALYSIS_ONLY,time_policy,BLOCK_AFTER_ENTRY_CUTOFF,False,False,False,False,time_policy,False,14:20~close,운송장비/부품,우주항공,방위산업;우주항공
028050,삼성E&A,2026-05-19 14:39:29,TIME_POLICY_BLOCK,False,,,,,,TIME_POLICY_ANALYSIS_ONLY,time_policy,BLOCK_AFTER_ENTRY_CUTOFF,False,False,False,False,time_policy,False,14:20~close,일반서비스,건설_해외건설,건설_해외건설
123860,아나패스,2026-05-19 14:39:39,TIME_POLICY_BLOCK,False,,,,,,TIME_POLICY_ANALYSIS_ONLY,time_policy,BLOCK_AFTER_ENTRY_CUTOFF,False,False,False,False,time_policy,False,14:20~close,전기/전자,반도체_설계(fabless),반도체_설계(fabless)
321260,프로이천,2026-05-19 14:41:50,TIME_POLICY_BLOCK,False,,,,,,TIME_POLICY_ANALYSIS_ONLY,time_policy,BLOCK_AFTER_ENTRY_CUTOFF,False,False,False,False,time_policy,False,14:20~close,전기/전자,,
019210,와이지-원,2026-05-19 14:41:52,TIME_POLICY_BLOCK,False,,,,,,TIME_POLICY_ANALYSIS_ONLY,time_policy,BLOCK_AFTER_ENTRY_CUTOFF,False,False,False,False,time_policy,False,14:20~close,금속,기계_공작기계,기계_공작기계
092300,현우산업,2026-05-19 14:42:50,TIME_POLICY_BLOCK,False,,,,,,TIME_POLICY_ANALYSIS_ONLY,time_policy,BLOCK_AFTER_ENTRY_CUTOFF,False,False,False,False,time_policy,False,14:20~close,전기/전자,PCB(인쇄회로기판),PCB(인쇄회로기판)
352820,하이브,2026-05-19 14:43:00,TIME_POLICY_BLOCK,False,,,,,,TIME_POLICY_ANALYSIS_ONLY,time_policy,BLOCK_AFTER_ENTRY_CUTOFF,False,False,False,False,time_policy,False,14:20~close,오락/문화,,
122870,와이지엔터테인먼트,2026-05-19 14:43:51,TIME_POLICY_BLOCK,False,,,,,,TIME_POLICY_ANALYSIS_ONLY,time_policy,BLOCK_AFTER_ENTRY_CUTOFF,False,False,False,False,time_policy,False,14:20~close,오락/문화,컨텐츠_음원,컨텐츠_음원;컨텐츠_한류
035900,JYP Ent.,2026-05-19 14:43:54,TIME_POLICY_BLOCK,False,,,,,,TIME_POLICY_ANALYSIS_ONLY,time_policy,BLOCK_AFTER_ENTRY_CUTOFF,False,False,False,False,time_policy,False,14:20~close,오락/문화,컨텐츠_음원,컨텐츠_음원;컨텐츠_한류
095610,테스,2026-05-19 14:44:22,TIME_POLICY_BLOCK,False,,,,,,TIME_POLICY_ANALYSIS_ONLY,time_policy,BLOCK_AFTER_ENTRY_CUTOFF,False,False,False,False,time_policy,False,14:20~close,기계/장비,반도체_전공정장비,반도체_전공정장비;코스닥_라이징스타
004170,신세계,2026-05-19 14:44:25,TIME_POLICY_BLOCK,False,,,,,,TIME_POLICY_ANALYSIS_ONLY,time_policy,BLOCK_AFTER_ENTRY_CUTOFF,False,False,False,False,time_policy,False,14:20~close,유통,백화점,백화점
418550,제이오,2026-05-19 14:45:38,TIME_POLICY_BLOCK,False,,,,,,TIME_POLICY_ANALYSIS_ONLY,time_policy,BLOCK_AFTER_CANDIDATE_CUTOFF,False,False,False,False,time_policy,False,14:20~close,일반서비스,,
000210,DL,2026-05-19 14:46:20,TIME_POLICY_BLOCK,False,,,,,,TIME_POLICY_ANALYSIS_ONLY,time_policy,BLOCK_AFTER_ENTRY_CUTOFF,False,False,False,False,time_policy,False,14:20~close,화학,건설_해외건설,건설_해외건설;합성수지
